"datetime"	"u"	"v"	"temp"	"salt"	"swrad"
2020-01-01	-0.014	-0.16023408382038	8.04458863872654	34.9735886387265	0
2020-01-01 01:00:00	-0.0774113612734601	-0.17423408382038	8.03858863872654	34.9715886387265	0
2020-01-01 02:00:00	-0.12241136127346	-0.15923408382038	8.03858863872654	34.974	0
2020-01-01 03:00:00	-0.13841136127346	-0.13723408382038	8.04258863872654	34.98	0
2020-01-01 04:00:00	-0.127	-0.11323408382038	8.049	34.9895886387265	0
2020-01-01 05:00:00	-0.087	-0.0892340838203804	8.05558863872654	34.999	0
2020-01-01 06:00:00	-0.0285886387265399	-0.0738227225469203	8.05858863872654	35.0045886387265	0
2020-01-01 07:00:00	0.0288227225469203	-0.0758227225469203	8.056	35.005	0
2020-01-01 08:00:00	0.0688227225469203	-0.0938227225469203	8.04858863872654	35	23.2
2020-01-01 09:00:00	0.0798227225469203	-0.11923408382038	8.04	34.994	60.5
2020-01-01 10:00:00	0.0598227225469203	-0.146645445093841	8.03258863872654	34.989	81.6
2020-01-01 11:00:00	0.0128227225469203	-0.17423408382038	8.02858863872654	34.988	85.5
2020-01-01 12:00:00	-0.0495886387265399	-0.19923408382038	8.03	34.993	71.4
2020-01-01 13:00:00	-0.11658863872654	-0.212645445093841	8.03758863872654	35.004	40.5
2020-01-01 14:00:00	-0.16758863872654	-0.210645445093841	8.049	35.02	0
2020-01-01 15:00:00	-0.191	-0.193645445093841	8.064	35.037	0
2020-01-01 16:00:00	-0.182	-0.16523408382038	8.082	35.053	0
2020-01-01 17:00:00	-0.144	-0.13282272254692	8.09958863872654	35.066	0
2020-01-01 18:00:00	-0.083	-0.10582272254692	8.11258863872654	35.075	0
2020-01-01 19:00:00	-0.0135886387265399	-0.0938227225469203	8.11658863872654	35.079	0
2020-01-01 20:00:00	0.0454113612734601	-0.10223408382038	8.11158863872654	35.077	0
2020-01-01 21:00:00	0.0814113612734601	-0.12523408382038	8.09858863872654	35.0705886387265	0
2020-01-01 22:00:00	0.0874113612734601	-0.15423408382038	8.08258863872654	35.062	0
2020-01-01 23:00:00	0.0658227225469203	-0.182645445093841	8.06858863872654	35.054	0
2020-01-02	0.0228227225469203	-0.207645445093841	8.05858863872654	35.0485886387265	0
2020-01-02 01:00:00	-0.0321772774530798	-0.223645445093841	8.05458863872654	35.048	0
2020-01-02 02:00:00	-0.0851772774530797	-0.223645445093841	8.05717727745308	35.052	0
2020-01-02 03:00:00	-0.12017727745308	-0.209645445093841	8.06658863872654	35.0605886387265	0
2020-01-02 04:00:00	-0.13017727745308	-0.186645445093841	8.08117727745308	35.0715886387265	0
2020-01-02 05:00:00	-0.11517727745308	-0.159645445093841	8.09658863872654	35.0825886387265	0
2020-01-02 06:00:00	-0.0785886387265399	-0.135645445093841	8.10958863872654	35.0905886387265	0
2020-01-02 07:00:00	-0.0321772774530798	-0.12123408382038	8.11558863872654	35.095	0
2020-01-02 08:00:00	0.00923408382038038	-0.12223408382038	8.11458863872654	35.095	26.1
2020-01-02 09:00:00	0.0332340838203804	-0.13623408382038	8.10758863872654	35.093	66.9
2020-01-02 10:00:00	0.0372340838203804	-0.156645445093841	8.10058863872654	35.09	90.1
2020-01-02 11:00:00	0.0178227225469203	-0.17823408382038	8.09458863872654	35.0885886387265	94.1
2020-01-02 12:00:00	-0.0217659161796196	-0.19923408382038	8.09558863872654	35.0895886387265	78.8
2020-01-02 13:00:00	-0.0771772774530797	-0.212645445093841	8.10358863872654	35.0945886387265	45
2020-01-02 14:00:00	-0.13176591617962	-0.21023408382038	8.12058863872654	35.1035886387265	0
2020-01-02 15:00:00	-0.16858863872654	-0.18923408382038	8.14358863872654	35.115	0
2020-01-02 16:00:00	-0.18058863872654	-0.15823408382038	8.16958863872654	35.1265886387265	0
2020-01-02 17:00:00	-0.16658863872654	-0.12523408382038	8.19358863872654	35.137	0
2020-01-02 18:00:00	-0.12858863872654	-0.0952340838203804	8.212	35.145	0
2020-01-02 19:00:00	-0.0715886387265399	-0.0718227225469203	8.22258863872654	35.1495886387265	0
2020-01-02 20:00:00	-0.0121772774530797	-0.0652340838203804	8.225	35.151	0
2020-01-02 21:00:00	0.0358227225469203	-0.0748227225469203	8.22058863872654	35.15	0
2020-01-02 22:00:00	0.0628227225469203	-0.0972340838203804	8.21158863872654	35.146	0
2020-01-02 23:00:00	0.0638227225469203	-0.12423408382038	8.201	35.1425886387265	0
2020-01-03	0.0424113612734601	-0.15023408382038	8.19258863872654	35.1395886387265	0
2020-01-03 01:00:00	0	-0.17323408382038	8.18958863872654	35.139	0
2020-01-03 02:00:00	-0.051	-0.18223408382038	8.19358863872654	35.141	0
2020-01-03 03:00:00	-0.10041136127346	-0.17782272254692	8.205	35.146	0
2020-01-03 04:00:00	-0.12882272254692	-0.16182272254692	8.22	35.153	0
2020-01-03 05:00:00	-0.13723408382038	-0.14282272254692	8.235	35.16	0
2020-01-03 06:00:00	-0.11923408382038	-0.12382272254692	8.24758863872654	35.167	0
2020-01-03 07:00:00	-0.0848227225469203	-0.10982272254692	8.255	35.172	0
2020-01-03 08:00:00	-0.0398227225469203	-0.10582272254692	8.258	35.175	27
2020-01-03 09:00:00	-0.000411361273460126	-0.11582272254692	8.258	35.177	67.9
2020-01-03 10:00:00	0.0205886387265399	-0.13782272254692	8.256	35.177	91.1
2020-01-03 11:00:00	0.0201772774530797	-0.16582272254692	8.254	35.177	95.1
2020-01-03 12:00:00	-0.00382272254692025	-0.19623408382038	8.253	35.178	79.8
