"","datetime","temperature","S","I","speed","N"
"1",2019-10-01,282.911926357898,35.1644681676408,0,-0.285617169630449,1.52087422149186e-06
"2",2019-10-01 01:00:00,282.314711949251,35.1642908901877,0,-0.222314809134752,1.52087422149186e-06
"3",2019-10-01 02:00:00,282.159276133808,35.1642908901877,0,-0.164457808022376,1.52087422149186e-06
"4",2019-10-01 03:00:00,282.408600276074,35.1671136127346,0,0.167619940570433,1.52087422149186e-06
"5",2019-10-01 04:00:00,283.080069343595,35.1711136127346,0,0.2054679430071,1.52087422149186e-06
"6",2019-10-01 05:00:00,283.711698092751,35.1676454450938,0,0.218671364063586,1.52087422149186e-06
"7",2019-10-01 06:00:00,284.077075162268,35.1625886387265,0.0943534027916487,0.195601097429273,1.52087422149186e-06
"8",2019-10-01 07:00:00,284.207698092751,35.1593545549062,0.20302249428272,0.141574952683946,1.52087422149186e-06
"9",2019-10-01 08:00:00,284.058952751625,35.1583545549062,0.294122331460864,0.0621483495643912,1.52087422149186e-06
"10",2019-10-01 09:00:00,283.601555107054,35.1587659161796,0.360711974350602,-0.0563285641153435,1.52087422149186e-06
"11",2019-10-01 10:00:00,283.145021335137,35.1601772774531,0.398670239841495,-0.1253636353201,1.52087422149186e-06
"12",2019-10-01 11:00:00,283.085489502777,35.162,0.405177371068505,-0.157597989776384,1.52087422149186e-06
"13",2019-10-01 12:00:00,283.279973326678,35.1648227225469,0.380233368031633,-0.154793070186111,1.52087422149186e-06
"14",2019-10-01 13:00:00,283.063857774386,35.1676454450938,0.324922752602046,-0.135904774984408,1.52087422149186e-06
"15",2019-10-01 14:00:00,282.484438654881,35.1668795289142,0.243800516638651,-0.124426594006958,1.52087422149186e-06
"16",2019-10-01 15:00:00,282.099012677025,35.1644681676408,0.14163855637459,0.14036296336198,1.52087422149186e-06
"17",2019-10-01 16:00:00,281.994279113043,35.1636454450938,0.0255947161595737,0.164906903027523,1.52087422149186e-06
"18",2019-10-01 17:00:00,282.014669899263,35.1646454450938,0,0.165237551650958,1.52087422149186e-06
"19",2019-10-01 18:00:00,282.154212469089,35.1656454450938,0,0.139628456948818,1.52087422149186e-06
"20",2019-10-01 19:00:00,282.500565984318,35.1674681676408,0,0.0872717287554063,1.52087422149186e-06
"21",2019-10-01 20:00:00,282.930201591825,35.1700568063673,0,-0.0480655205771455,1.52087422149186e-06
"22",2019-10-01 21:00:00,282.961790230552,35.1710568063673,0,-0.121742498090095,1.52087422149186e-06
"23",2019-10-01 22:00:00,282.623270175337,35.1700568063673,0,-0.219797009627415,1.52087422149186e-06
"24",2019-10-01 23:00:00,282.386154623044,35.1690568063673,0,-0.292197817130117,1.52087422149186e-06
"25",2019-10-02,282.377338758849,35.1729363352815,0,-0.320530446181752,1.52087422149186e-06
"26",2019-10-02 01:00:00,282.418233944023,35.1757590578284,0,-0.325937398095055,1.52087422149186e-06
"27",2019-10-02 02:00:00,282.265020435256,35.1761704191019,0,-0.34391236918122,1.52087422149186e-06
"28",2019-10-02 03:00:00,281.987434775765,35.1749363352815,0,0.369135601563538,1.52087422149186e-06
"29",2019-10-02 04:00:00,281.833353515229,35.1747022514611,0,0.390963682759235,1.52087422149186e-06
"30",2019-10-02 05:00:00,281.852091998004,35.1762908901877,0,0.399775960057613,1.52087422149186e-06
"31",2019-10-02 06:00:00,281.884155662722,35.1754681676408,0.0943534027916487,0.386400894570364,1.52087422149186e-06
"32",2019-10-02 07:00:00,281.853976445711,35.1740568063673,0.209095816761263,0.334488910083363,1.52087422149186e-06
"33",2019-10-02 08:00:00,281.868324142266,35.1734681676408,0.304750645798314,0.245300392662618,1.52087422149186e-06
"34",2019-10-02 09:00:00,281.906587599049,35.1738795289142,0.374810758675791,0.143244463759008,1.52087422149186e-06
"35",2019-10-02 10:00:00,281.904580740698,35.1738795289142,0.414938067909021,0.079892917827551,1.52087422149186e-06
"36",2019-10-02 11:00:00,281.828976445711,35.1728795289142,0.422095912258732,-0.113629211335599,1.52087422149186e-06
"37",2019-10-02 12:00:00,281.753372150724,35.1720568063673,0.39541667422799,-0.16163231193931,1.52087422149186e-06
"38",2019-10-02 13:00:00,281.72149262181,35.1720568063673,0.337503206307599,-0.197296477605749,1.52172526256525e-06
"39",2019-10-02 14:00:00,281.691428957092,35.1730568063673,0.251609074111063,0.240683904664089,1.52257630363864e-06
"40",2019-10-02 15:00:00,281.619506338512,35.1726454450938,0.143807600116927,0.297663217071563,1.52342734471203e-06
"41",2019-10-02 16:00:00,281.551804087051,35.1726454450938,0.0216904374233675,0.3490350746078,1.52427838578543e-06
"42",2019-10-02 17:00:00,281.532499480161,35.1726454450938,0,0.364064356354396,1.52512942685882e-06
"43",2019-10-02 18:00:00,281.550663040912,35.1716454450938,0,0.349771256550708,1.52598046793221e-06
"44",2019-10-02 19:00:00,281.63050827807,35.1708227225469,0,0.302428923085943,1.5268315090056e-06
"45",2019-10-02 20:00:00,281.789248700403,35.17,0,0.220172892412678,1.52768255007899e-06
"46",2019-10-02 21:00:00,281.902314304679,35.1697659161796,0,0.116923510038353,1.52853359115238e-06
"47",2019-10-02 22:00:00,281.797382888191,35.1704113612735,0,-0.054348728783952,1.52938463222577e-06
"48",2019-10-02 23:00:00,281.658287910952,35.1694113612735,0,-0.112631638538245,1.53023567329917e-06
"49",2019-10-03,281.625351575671,35.1698227225469,0,-0.153558113567637,1.53108671437256e-06
"50",2019-10-03 01:00:00,281.684112573057,35.1708227225469,0,-0.160951200551676,1.53193775544595e-06
"51",2019-10-03 02:00:00,281.695496500926,35.1704113612735,0,-0.170993971052756,1.53278879651934e-06
"52",2019-10-03 03:00:00,281.637346656877,35.1704113612735,0,0.21405945228814,1.53363983759273e-06
"53",2019-10-03 04:00:00,281.64452393433,35.1704113612735,0,0.273179379885571,1.53449087866612e-06
"54",2019-10-03 05:00:00,281.713205610738,35.1695886387265,0,0.318971296553143,1.53534191973951e-06
"55",2019-10-03 06:00:00,281.74391472055,35.1691772774531,0.122984780190494,0.339473359321829,1.53619296081291e-06
"56",2019-10-03 07:00:00,281.73236037358,35.169,0.281975686503778,0.321750171441174,1.5370440018863e-06
"57",2019-10-03 08:00:00,281.736090058446,35.1684113612735,0.414504259160554,0.256487651055047,1.53789504295969e-06
"58",2019-10-03 09:00:00,281.749337858968,35.1684113612735,0.511894323191474,0.160585487406016,1.53874608403308e-06
"59",2019-10-03 10:00:00,281.749231104585,35.1684113612735,0.567204938621061,0.0724962379162816,1.53959712510647e-06
"60",2019-10-03 11:00:00,281.76157880114,35.1684113612735,0.576965635461576,-0.062211348916184,1.54044816617986e-06
"61",2019-10-03 12:00:00,281.830892205939,35.1688227225469,0.540308796216085,-0.0862237427541514,1.54129920725325e-06
"62",2019-10-03 13:00:00,281.927419119505,35.1681772774531,0.459837273375392,-0.093245730751764,1.54215024832665e-06
"63",2019-10-03 14:00:00,282.04740734236,35.1667091098123,0.340973676295338,-0.0955352801819487,1.54300128940004e-06
"64",2019-10-03 15:00:00,282.048932316369,35.1662977485389,0.191743466822569,-0.128043187900956,1.54385233047343e-06
"65",2019-10-03 16:00:00,282.012123310524,35.1667091098123,0.0223411505460686,0.184916252245935,1.54470337154682e-06
"66",2019-10-03 17:00:00,282.012293729626,35.1652977485389,0,0.237005223930532,1.54555441262021e-06
"67",2019-10-03 18:00:00,281.964030272843,35.1647091098123,0,0.268963953168563,1.5464054536936e-06
"68",2019-10-03 19:00:00,281.869226185792,35.1663545549062,0,0.270525978015206,1.54725649476699e-06
"69",2019-10-03 20:00:00,281.829919639344,35.1667659161796,0,0.224902340116316,1.54810753584039e-06
"70",2019-10-03 21:00:00,281.841685555523,35.1665318323592,0,0.137333350356798,1.54895857691378e-06
"71",2019-10-03 22:00:00,281.845919639344,35.1665318323592,0,0.0342230433159971,1.54980961798717e-06
"72",2019-10-03 23:00:00,281.801960789451,35.1671772774531,0,-0.0657152888484775,1.55066065906056e-06
"73",2019-10-04,281.801251679638,35.1663545549062,0,-0.141182398064592,1.55151170013395e-06
"74",2019-10-04 01:00:00,282.050968547682,35.1577159681635,0,-0.169832065653332,1.55236274120734e-06
"75",2019-10-04 02:00:00,282.693868511853,35.1353183235924,0,-0.167828575427565,1.55321378228073e-06
"76",2019-10-04 03:00:00,282.996144645661,35.1218570143028,0,-0.196822826979291,1.55406482335413e-06
"77",2019-10-04 04:00:00,282.839795009548,35.1252683755763,0,0.2365435454146,1.55491586442752e-06
"78",2019-10-04 05:00:00,282.579427777617,35.1332047108578,0,0.269011285927341,1.55576690550091e-06
"79",2019-10-04 06:00:00,282.328421958943,35.1413751299597,0.114308605221147,0.292648844997561,1.5566179465743e-06
"80",2019-10-04 07:00:00,282.187042949868,35.1442546588739,0.271564276540561,0.304581037808687,1.55746898764769e-06
"81",2019-10-04 08:00:00,282.200958710096,35.1411978525066,0.402574518577701,0.286426473840432,1.55832002872108e-06
